Index,Variant,Area,Notes,Area_code,Period,g15_19,g20_24,g25_29,g30_34,g35_39,g40_44,g45_49
1747,Estimates,Iceland,c,352,1980-1985,2,7,6,4,1,0,0
1748,Estimates,Iceland,c,352,1985-1990,2,6,7,5,2,0,0
1749,Estimates,Iceland,c,352,1990-1995,1,5,7,6,3,0,0
1750,Estimates,Iceland,c,352,1995-2000,1,5,7,6,3,0,0
1751,Estimates,Iceland,c,352,2000-2005,1,4,7,6,3,1,0
1752,Estimates,Iceland,c,352,2005-2010,1,4,7,7,3,1,0
1753,Estimates,Ireland,c,372,1950-1955,5,44,86,95,66,25,0
1754,Estimates,Ireland,c,372,1955-1960,4,43,82,90,65,24,2
1755,Estimates,Ireland,c,372,1960-1965,7,50,88,87,65,26,1
1756,Estimates,Ireland,c,372,1965-1970,9,65,87,73,51,19,2
1757,Estimates,Ireland,c,372,1970-1975,15,86,112,76,45,16,1
1758,Estimates,Ireland,c,372,1975-1980,16,81,115,83,41,12,1
1759,Estimates,Ireland,c,372,1980-1985,15,70,106,85,43,11,1
1760,Estimates,Ireland,c,372,1985-1990,12,49,91,76,37,9,0
1761,Estimates,Ireland,c,372,1990-1995,13,37,75,78,36,8,0
1762,Estimates,Ireland,c,372,1995-2000,15,38,68,92,47,8,1
1763,Estimates,Ireland,c,372,2000-2005,14,41,74,103,60,11,0
1764,Estimates,Ireland,c,372,2005-2010,11,42,79,119,78,15,1
1765,Estimates,Latvia,c,428,1950-1955,17,72,48,20,8,2,0
1766,Estimates,Latvia,c,428,1955-1960,16,70,49,26,9,2,0
1767,Estimates,Latvia,c,428,1960-1965,14,65,47,26,11,2,0
1768,Estimates,Latvia,c,428,1965-1970,14,60,46,25,11,3,0
1769,Estimates,Latvia,c,428,1970-1975,17,68,47,27,12,3,0
1770,Estimates,Latvia,c,428,1975-1980,16,70,46,24,11,3,0
1771,Estimates,Latvia,c,428,1980-1985,17,79,55,27,11,2,0
1772,Estimates,Latvia,c,428,1985-1990,19,80,59,30,12,2,0
1773,Estimates,Latvia,c,428,1990-1995,18,57,39,21,9,2,0
1774,Estimates,Latvia,c,428,1995-2000,9,34,29,16,7,2,0
1775,Estimates,Latvia,c,428,2000-2005,7,30,32,21,9,2,0
1776,Estimates,Latvia,c,428,2005-2010,7,28,35,25,13,3,0
1777,Estimates,Lithuania,c,440,1950-1955,13,83,93,52,30,12,2
1778,Estimates,Lithuania,c,440,1955-1960,10,80,100,69,32,11,2
1779,Estimates,Lithuania,c,440,1960-1965,9,75,89,69,36,11,1
1780,Estimates,Lithuania,c,440,1965-1970,11,79,82,58,31,10,1
1781,Estimates,Lithuania,c,440,1970-1975,15,92,77,50,27,8,1
1782,Estimates,Lithuania,c,440,1975-1980,18,100,74,41,21,6,1
1783,Estimates,Lithuania,c,440,1980-1985,14,109,86,41,18,5,0
1784,Estimates,Lithuania,c,440,1985-1990,20,114,90,43,16,4,0
1785,Estimates,Lithuania,c,440,1990-1995,29,98,70,35,13,3,0
1786,Estimates,Lithuania,c,440,1995-2000,20,68,56,30,12,2,0
1787,Estimates,Lithuania,c,440,2000-2005,14,47,50,29,12,3,0
1788,Estimates,Lithuania,c,440,2005-2010,11,38,58,38,15,3,0
1789,Estimates,Norway,c,578,1950-1955,10,65,92,78,47,18,2
1790,Estimates,Norway,c,578,1955-1960,16,78,90,72,44,16,1
1791,Estimates,Norway,c,578,1960-1965,20,94,89,62,38,14,1
1792,Estimates,Norway,c,578,1965-1970,23,114,95,52,28,11,1
1793,Estimates,Norway,c,578,1970-1975,24,108,99,45,18,5,0
1794,Estimates,Norway,c,578,1975-1980,19,85,94,46,14,3,0
1795,Estimates,Norway,c,578,1980-1985,13,73,94,54,17,3,0
1796,Estimates,Norway,c,578,1985-1990,14,75,105,62,20,3,0
1797,Estimates,Norway,c,578,1990-1995,11,69,112,77,27,4,0
1798,Estimates,Norway,c,578,1995-2000,8,53,109,88,34,5,0
1799,Estimates,Norway,c,578,2000-2005,7,42,95,95,39,6,0
1800,Estimates,Norway,c,578,2005-2010,7,44,94,101,47,8,0
1801,Estimates,Sweden,c,752,1950-1955,41,141,161,117,65,22,2
1802,Estimates,Sweden,c,752,1955-1960,47,146,154,108,57,17,1
1803,Estimates,Sweden,c,752,1960-1965,61,175,165,99,50,15,1
1804,Estimates,Sweden,c,752,1965-1970,62,198,185,90,38,10,1
1805,Estimates,Sweden,c,752,1970-1975,43,184,200,89,27,6,0
1806,Estimates,Sweden,c,752,1975-1980,29,140,182,99,29,4,0
1807,Estimates,Sweden,c,752,1980-1985,18,119,173,115,41,6,0
1808,Estimates,Sweden,c,752,1985-1990,17,128,203,138,54,9,0
1809,Estimates,Sweden,c,752,1990-1995,15,123,219,159,62,11,0
1810,Estimates,Sweden,c,752,1995-2000,9,72,164,143,59,10,0
1811,Estimates,Sweden,c,752,2000-2005,8,60,152,172,76,14,1
1812,Estimates,Sweden,c,752,2005-2010,9,70,156,193,99,19,1
1813,Estimates,United Kingdom,c,826,1950-1955,315,804,1200,1049,462,95,0
1814,Estimates,United Kingdom,c,826,1955-1960,376,892,1246,1177,516,101,0
1815,Estimates,United Kingdom,c,826,1960-1965,477,1056,1377,1216,578,113,0
1816,Estimates,United Kingdom,c,826,1965-1970,485,1578,1397,720,330,89,9
1817,Estimates,United Kingdom,c,826,1970-1975,430,1306,1290,529,200,49,0
1818,Estimates,United Kingdom,c,826,1975-1980,312,1059,1227,599,166,32,0
1819,Estimates,United Kingdom,c,826,1980-1985,304,1093,1250,710,227,41,0
1820,Estimates,United Kingdom,c,826,1985-1990,330,1085,1351,814,277,47,0
1821,Estimates,United Kingdom,c,826,1990-1995,278,869,1310,949,335,59,0
1822,Estimates,United Kingdom,c,826,1995-2000,269,696,1102,1056,437,79,0
1823,Estimates,United Kingdom,c,826,2000-2005,251,637,906,997,502,99,10
1824,Estimates,United Kingdom,c,826,2005-2010,245,717,1017,1089,620,130,7
1825,Estimates,Southern Europe,,925,1950-1955,578,3095,3887,2306,1386,509,56
1826,Estimates,Southern Europe,,925,1955-1960,539,3093,3986,2654,1304,417,48
1827,Estimates,Southern Europe,,925,1960-1965,580,2958,4041,2795,1421,421,35
1828,Estimates,Southern Europe,,925,1965-1970,687,3163,3692,2614,1401,425,38
1829,Estimates,Southern Europe,,925,1970-1975,781,3440,3710,2176,1164,370,30
1830,Estimates,Southern Europe,,925,1975-1980,890,3478,3500,1935,844,261,26
1831,Estimates,Southern Europe,,925,1980-1985,728,2965,3098,1726,683,158,13
1832,Estimates,Southern Europe,,925,1985-1990,540,2345,2941,1729,645,130,7
1833,Estimates,Southern Europe,,925,1990-1995,402,1789,2766,1950,702,126,5
1834,Estimates,Southern Europe,,925,1995-2000,313,1357,2407,2218,893,145,8
1835,Estimates,Southern Europe,,925,2000-2005,268,1138,2171,2433,1156,203,9
1836,Estimates,Southern Europe,,925,2005-2010,240,1011,2026,2632,1487,292,19
1837,Estimates,Albania,c,8,1950-1955,26,103,90,40,19,2,0
1838,Estimates,Albania,c,8,1955-1960,30,124,106,48,22,2,0
1839,Estimates,Albania,c,8,1960-1965,31,127,112,50,23,2,0
1840,Estimates,Albania,c,8,1965-1970,35,127,114,52,24,2,0
1841,Estimates,Albania,c,8,1970-1975,41,145,113,53,24,2,0
1842,Estimates,Albania,c,8,1975-1980,40,160,122,49,23,2,0
1843,Estimates,Albania,c,8,1980-1985,36,158,135,53,22,2,0
1844,Estimates,Albania,c,8,1985-1990,36,157,147,65,26,2,0
1845,Estimates,Albania,c,8,1990-1995,34,141,134,65,29,2,0
1846,Estimates,Albania,c,8,1995-2000,30,122,111,57,27,3,0
1847,Estimates,Albania,c,8,2000-2005,24,91,91,46,16,3,0
1848,Estimates,Albania,c,8,2005-2010,15,63,78,37,10,1,0
1849,Estimates,Bosnia and Herzegovina,c,70,1950-1955,85,255,185,65,19,4,1
1850,Estimates,Bosnia and Herzegovina,c,70,1955-1960,68,242,194,79,20,3,1
1851,Estimates,Bosnia and Herzegovina,c,70,1960-1965,61,190,182,82,24,3,1
1852,Estimates,Bosnia and Herzegovina,c,70,1965-1970,61,152,140,73,23,4,1
1853,Estimates,Bosnia and Herzegovina,c,70,1970-1975,58,159,107,57,21,4,1
1854,Estimates,Bosnia and Herzegovina,c,70,1975-1980,51,162,112,45,17,3,1
1855,Estimates,Bosnia and Herzegovina,c,70,1980-1985,43,149,126,49,14,3,1
1856,Estimates,Bosnia and Herzegovina,c,70,1985-1990,37,137,125,59,16,3,1
1857,Estimates,Bosnia and Herzegovina,c,70,1990-1995,25,88,86,44,15,2,0
1858,Estimates,Bosnia and Herzegovina,c,70,1995-2000,19,70,64,42,19,4,0
1859,Estimates,Bosnia and Herzegovina,c,70,2000-2005,13,57,50,32,14,3,0
1860,Estimates,Bosnia and Herzegovina,c,70,2005-2010,12,53,52,32,12,3,0
1861,Estimates,Croatia,c,191,1950-1955,28,144,156,82,29,7,0
1862,Estimates,Croatia,c,191,1955-1960,21,120,138,88,29,5,0
1863,Estimates,Croatia,c,191,1960-1965,21,99,123,83,33,5,0
1864,Estimates,Croatia,c,191,1965-1970,22,97,100,72,30,6,0
1865,Estimates,Croatia,c,191,1970-1975,20,103,100,61,27,6,0
1866,Estimates,Croatia,c,191,1975-1980,19,103,119,68,25,6,0
1867,Estimates,Croatia,c,191,1980-1985,18,96,114,76,27,5,0
1868,Estimates,Croatia,c,191,1985-1990,17,87,106,73,29,5,0
1869,Estimates,Croatia,c,191,1990-1995,14,70,83,58,24,5,0
1870,Estimates,Croatia,c,191,1995-2000,14,69,77,53,23,5,0
1871,Estimates,Croatia,c,191,2000-2005,10,51,67,49,21,4,0
1872,Estimates,Croatia,c,191,2005-2010,9,42,71,57,23,4,0
1873,Estimates,Greece,c,300,1950-1955,21,165,257,157,86,28,5
1874,Estimates,Greece,c,300,1955-1960,25,188,283,179,75,22,4
1875,Estimates,Greece,c,300,1960-1965,32,183,271,188,73,16,2
1876,Estimates,Greece,c,300,1965-1970,51,204,241,171,76,16,1
1877,Estimates,Greece,c,300,1970-1975,64,219,210,127,65,15,1
1878,Estimates,Greece,c,300,1975-1980,86,257,220,115,49,13,1
1879,Estimates,Greece,c,300,1980-1985,81,241,197,99,37,9,1
1880,Estimates,Greece,c,300,1985-1990,54,190,173,90,32,6,1
1881,Estimates,Greece,c,300,1990-1995,33,149,186,108,39,7,1
1882,Estimates,Greece,c,300,1995-2000,21,112,189,140,51,9,1
1883,Estimates,Greece,c,300,2000-2005,17,84,171,164,69,12,1
1884,Estimates,Greece,c,300,2005-2010,16,74,166,195,95,18,2
1885,Estimates,Italy,c,380,1950-1955,157,1005,1406,890,601,232,18
1886,Estimates,Italy,c,380,1955-1960,163,1005,1379,1040,536,172,17
1887,Estimates,Italy,c,380,1960-1965,197,1081,1518,1081,590,176,12
1888,Estimates,Italy,c,380,1965-1970,243,1221,1467,1050,554,170,13
1889,Estimates,Italy,c,380,1970-1975,285,1254,1410,868,456,139,9
1890,Estimates,Italy,c,380,1975-1980,283,1119,1207,706,307,92,9
1891,Estimates,Italy,c,380,1980-1985,189,935,1033,621,242,49,2
1892,Estimates,Italy,c,380,1985-1990,114,717,1035,647,250,47,0
1893,Estimates,Italy,c,380,1990-1995,79,526,1027,786,296,54,0
1894,Estimates,Italy,c,380,1995-2000,57,347,883,898,378,62,4
1895,Estimates,Italy,c,380,2000-2005,51,280,758,968,502,92,0
1896,Estimates,Italy,c,380,2005-2010,48,265,672,1010,675,147,7
1897,Estimates,Malta,c,470,1950-1955,8,15,11,7,4,2,1
1898,Estimates,Malta,c,470,1955-1960,7,14,9,7,4,1,0
1899,Estimates,Malta,c,470,1960-1965,1,11,10,6,4,1,0
1900,Estimates,Malta,c,470,1965-1970,1,7,7,5,2,1,0
1901,Estimates,Malta,c,470,1970-1975,1,9,8,4,2,1,0
1902,Estimates,Malta,c,470,1975-1980,1,9,12,6,2,1,0
1903,Estimates,Malta,c,470,1980-1985,1,8,11,8,3,1,0
1904,Estimates,Malta,c,470,1985-1990,1,6,13,9,4,1,0
1905,Estimates,Malta,c,470,1990-1995,1,5,10,8,4,1,0
1906,Estimates,Malta,c,470,1995-2000,1,5,8,7,3,1,0
1907,Estimates,Malta,c,470,2000-2005,1,4,7,5,2,0,0
1908,Estimates,Malta,c,470,2005-2010,1,3,7,6,2,0,0
1909,Estimates,Montenegro,c,499,1950-1955,6,25,22,10,3,1,0
1910,Estimates,Montenegro,c,499,1955-1960,6,26,24,12,3,1,0
1911,Estimates,Montenegro,c,499,1960-1965,5,21,23,12,4,1,0
1912,Estimates,Montenegro,c,499,1965-1970,5,17,18,11,4,1,0
1913,Estimates,Montenegro,c,499,1970-1975,5,21,16,10,4,1,0
1914,Estimates,Montenegro,c,499,1975-1980,4,21,17,9,3,1,0
1915,Estimates,Montenegro,c,499,1980-1985,4,17,17,9,3,1,0
1916,Estimates,Montenegro,c,499,1985-1990,3,15,16,9,3,1,0
1917,Estimates,Montenegro,c,499,1990-1995,3,13,14,8,3,1,0
1918,Estimates,Montenegro,c,499,1995-2000,3,13,14,8,3,1,0
1919,Estimates,Montenegro,c,499,2000-2005,2,11,14,8,3,1,0
1920,Estimates,Montenegro,c,499,2005-2010,2,9,14,9,3,1,0
1921,Estimates,Portugal,c,620,1950-1955,47,261,288,203,146,68,9
1922,Estimates,Portugal,c,620,1955-1960,51,273,303,217,141,60,7
1923,Estimates,Portugal,c,620,1960-1965,50,264,307,225,147,59,5
1924,Estimates,Portugal,c,620,1965-1970,56,251,276,201,133,55,5
1925,Estimates,Portugal,c,620,1970-1975,61,239,256,166,109,46,4
1926,Estimates,Portugal,c,620,1975-1980,93,298,239,129,70,30,3
1927,Estimates,Portugal,c,620,1980-1985,78,244,213,116,50,17,2
1928,Estimates,Portugal,c,620,1985-1990,57,190,191,105,41,11,1
1929,Estimates,Portugal,c,620,1990-1995,45,152,197,120,42,9,1
1930,Estimates,Portugal,c,620,1995-2000,38,126,193,146,55,10,1
1931,Estimates,Portugal,c,620,2000-2005,32,99,182,165,69,13,1
1932,Estimates,Portugal,c,620,2005-2010,24,73,149,173,80,15,1
1933,Estimates,Serbia,c,688,1950-1955,100,386,328,126,35,9,1
1934,Estimates,Serbia,c,688,1955-1960,74,309,298,147,37,7,1
1935,Estimates,Serbia,c,688,1960-1965,74,249,260,145,47,7,1
1936,Estimates,Serbia,c,688,1965-1970,88,254,211,128,47,10,1
1937,Estimates,Serbia,c,688,1970-1975,87,311,223,107,43,10,1
1938,Estimates,Serbia,c,688,1975-1980,79,319,284,118,37,9,1
1939,Estimates,Serbia,c,688,1980-1985,73,284,284,146,40,8,1
1940,Estimates,Serbia,c,688,1985-1990,72,257,248,144,49,8,1
1941,Estimates,Serbia,c,688,1990-1995,72,238,210,117,45,10,1
1942,Estimates,Serbia,c,688,1995-2000,57,220,200,111,44,9,1
1943,Estimates,Serbia,c,688,2000-2005,44,190,194,102,38,8,4
1944,Estimates,Serbia,c,688,2005-2010,33,151,178,105,37,7,3
1945,Estimates,Slovenia,c,705,1950-1955,19,73,49,16,5,1,0
1946,Estimates,Slovenia,c,705,1955-1960,16,62,44,18,5,1,0
1947,Estimates,Slovenia,c,705,1960-1965,17,59,42,18,7,1,0
1948,Estimates,Slovenia,c,705,1965-1970,19,62,39,17,7,1,0
1949,Estimates,Slovenia,c,705,1970-1975,17,65,40,16,6,1,0
1950,Estimates,Slovenia,c,705,1975-1980,16,67,45,16,5,1,0
1951,Estimates,Slovenia,c,705,1980-1985,15,59,42,17,5,1,0
1952,Estimates,Slovenia,c,705,1985-1990,9,48,41,18,5,1,0
1953,Estimates,Slovenia,c,705,1990-1995,5,31,40,20,6,1,0
1954,Estimates,Slovenia,c,705,1995-2000,2,20,36,24,8,1,0
1955,Estimates,Slovenia,c,705,2000-2005,2,14,33,28,10,2,0
1956,Estimates,Slovenia,c,705,2005-2010,1,13,37,36,13,2,0
1957,Estimates,Spain,c,724,1950-1955,57,570,1022,684,431,154,21
1958,Estimates,Spain,c,724,1955-1960,54,636,1130,789,425,142,17
1959,Estimates,Spain,c,724,1960-1965,66,585,1121,874,461,147,15
1960,Estimates,Spain,c,724,1965-1970,81,688,1013,806,494,158,17
1961,Estimates,Spain,c,724,1970-1975,118,830,1164,680,399,143,13
1962,Estimates,Spain,c,724,1975-1980,195,880,1055,647,296,101,10
1963,Estimates,Spain,c,724,1980-1985,169,695,856,501,233,61,6
1964,Estimates,Spain,c,724,1985-1990,122,472,783,481,181,44,3
1965,Estimates,Spain,c,724,1990-1995,77,313,723,587,192,34,2
1966,Estimates,Spain,c,724,1995-2000,57,203,586,711,273,39,2
1967,Estimates,Spain,c,724,2000-2005,62,216,561,840,404,62,3
1968,Estimates,Spain,c,724,2005-2010,70,233,560,944,527,92,6
1969,Estimates,TFYR Macedonia,c,807,1950-1955,25,92,72,25,6,1,0
1970,Estimates,TFYR Macedonia,c,807,1955-1960,24,92,74,30,7,1,0
1971,Estimates,TFYR Macedonia,c,807,1960-1965,24,88,72,30,8,1,0
1972,Estimates,TFYR Macedonia,c,807,1965-1970,24,82,65,28,8,1,0
1973,Estimates,TFYR Macedonia,c,807,1970-1975,24,84,62,26,8,2,0
1974,Estimates,TFYR Macedonia,c,807,1975-1980,22,83,65,26,7,1,0
1975,Estimates,TFYR Macedonia,c,807,1980-1985,20,78,67,28,7,1,0
1976,Estimates,TFYR Macedonia,c,807,1985-1990,18,70,62,28,8,1,0
1977,Estimates,TFYR Macedonia,c,807,1990-1995,16,62,55,25,7,2,0
1978,Estimates,TFYR Macedonia,c,807,1995-2000,14,51,45,20,6,1,0
1979,Estimates,TFYR Macedonia,c,807,2000-2005,11,40,41,23,7,1,0
1980,Estimates,TFYR Macedonia,c,807,2005-2010,9,31,41,27,8,1,0
1981,Estimates,Western Europe,,926,1950-1955,743,3560,4015,2370,1244,454,32
1982,Estimates,Western Europe,,926,1955-1960,802,3887,4032,2738,1265,363,30
1983,Estimates,Western Europe,,926,1960-1965,1011,4399,4422,2640,1380,350,22
1984,Estimates,Western Europe,,926,1965-1970,1182,4452,4121,2436,1121,325,19
1985,Estimates,Western Europe,,926,1970-1975,1184,4017,3363,1774,798,211,14
1986,Estimates,Western Europe,,926,1975-1980,905,3604,3479,1534,508,114,8
1987,Estimates,Western Europe,,926,1980-1985,683,3462,3822,1863,534,94,6
1988,Estimates,Western Europe,,926,1985-1990,445,2875,4157,2304,710,107,6
1989,Estimates,Western Europe,,926,1990-1995,345,2097,4001,2710,894,140,6
1990,Estimates,Western Europe,,926,1995-2000,290,1624,3637,3204,1155,180,7
1991,Estimates,Western Europe,,926,2000-2005,307,1516,3140,3242,1443,243,9
1992,Estimates,Western Europe,,926,2005-2010,254,1444,3013,3141,1625,321,13
1993,Estimates,Austria,c,40,1950-1955,38,144,161,104,53,22,2
1994,Estimates,Austria,c,40,1955-1960,53,168,168,134,63,19,2
1995,Estimates,Austria,c,40,1960-1965,70,209,174,116,72,19,1
1996,Estimates,Austria,c,40,1965-1970,73,216,172,97,51,18,1
1997,Estimates,Austria,c,40,1970-1975,74,173,136,79,37,12,1
1998,Estimates,Austria,c,40,1975-1980,59,162,121,63,27,7,0
1999,Estimates,Austria,c,40,1980-1985,48,174,138,64,25,5,0
2000,Estimates,Austria,c,40,1985-1990,30,150,155,73,23,5,0
2001,Estimates,Austria,c,40,1990-1995,24,125,176,97,30,5,0
2002,Estimates,Austria,c,40,1995-2000,17,88,153,111,39,6,0
2003,Estimates,Austria,c,40,2000-2005,16,73,125,116,51,9,0
2004,Estimates,Austria,c,40,2005-2010,13,66,118,117,60,12,1
2005,Estimates,Belgium,c,56,1950-1955,27,196,248,151,74,28,2
2006,Estimates,Belgium,c,56,1955-1960,32,211,253,175,77,22,2
2007,Estimates,Belgium,c,56,1960-1965,46,226,253,164,85,22,1
2008,Estimates,Belgium,c,56,1965-1970,54,247,215,130,66,19,1
2009,Estimates,Belgium,c,56,1970-1975,58,245,208,95,43,12,1
2010,Estimates,Belgium,c,56,1975-1980,47,218,223,85,26,6,1
2011,Estimates,Belgium,c,56,1980-1985,30,205,237,97,24,4,0
2012,Estimates,Belgium,c,56,1985-1990,19,155,260,119,32,5,0
2013,Estimates,Belgium,c,56,1990-1995,17,122,260,152,43,7,0
2014,Estimates,Belgium,c,56,1995-2000,15,97,230,168,54,8,0
2015,Estimates,Belgium,c,56,2000-2005,17,92,215,177,66,11,0
2016,Estimates,Belgium,c,56,2005-2010,16,94,223,197,80,15,1
2017,Estimates,France,c,250,1950-1955,227,1302,1314,708,362,138,10
2018,Estimates,France,c,250,1955-1960,207,1240,1311,819,356,98,8
2019,Estimates,France,c,250,1960-1965,310,1299,1335,833,419,101,6
2020,Estimates,France,c,250,1965-1970,372,1527,1162,739,371,107,6
2021,Estimates,France,c,250,1970-1975,389,1627,1222,567,282,81,6
2022,Estimates,France,c,250,1975-1980,302,1352,1316,538,164,40,3
2023,Estimates,France,c,250,1980-1985,216,1272,1445,735,208,34,2
2024,Estimates,France,c,250,1985-1990,146,1019,1502,854,304,46,2
2025,Estimates,France,c,250,1990-1995,107,778,1446,940,356,65,3
2026,Estimates,France,c,250,1995-2000,91,592,1427,1099,435,80,3
2027,Estimates,France,c,250,2000-2005,106,583,1316,1218,522,104,4
2028,Estimates,France,c,250,2005-2010,96,609,1277,1236,604,126,6
2029,Estimates,Germany,c,276,1950-1955,412,1622,1778,1011,519,175,11
2030,Estimates,Germany,c,276,1955-1960,462,1927,1747,1199,548,147,12
2031,Estimates,Germany,c,276,1960-1965,511,2224,2062,1125,590,141,8
2032,Estimates,Germany,c,276,1965-1970,595,1926,1985,1134,474,133,7
2033,Estimates,Germany,c,276,1970-1975,588,1497,1231,784,341,81,5
2034,Estimates,Germany,c,276,1975-1980,452,1516,1267,609,231,49,3
2035,Estimates,Germany,c,276,1980-1985,353,1504,1458,671,206,39,2
2036,Estimates,Germany,c,276,1985-1990,223,1303,1669,879,247,39,2
2037,Estimates,Germany,c,276,1990-1995,172,876,1575,1041,320,45,2
2038,Estimates,Germany,c,276,1995-2000,146,692,1354,1283,439,62,2
2039,Estimates,Germany,c,276,2000-2005,146,624,1076,1181,568,86,3
2040,Estimates,Germany,c,276,2005-2010,109,535,1015,1084,620,125,5
2041,Estimates,Luxembourg,c,442,1950-1955,1,7,7,4,2,1,0
2042,Estimates,Luxembourg,c,442,1955-1960,1,8,8,5,2,1,0
2043,Estimates,Luxembourg,c,442,1960-1965,1,8,9,5,2,1,0
2044,Estimates,Luxembourg,c,442,1965-1970,2,8,8,4,2,1,0
2045,Estimates,Luxembourg,c,442,1970-1975,2,7,7,3,2,0,0
2046,Estimates,Luxembourg,c,442,1975-1980,1,6,7,3,1,0,0
2047,Estimates,Luxembourg,c,442,1980-1985,1,6,8,5,1,0,0
2048,Estimates,Luxembourg,c,442,1985-1990,1,5,9,6,2,0,0
2049,Estimates,Luxembourg,c,442,1990-1995,1,5,10,8,2,0,0
2050,Estimates,Luxembourg,c,442,1995-2000,1,4,10,9,3,0,0
2051,Estimates,Luxembourg,c,442,2000-2005,1,4,8,9,4,1,0
2052,Estimates,Luxembourg,c,442,2005-2010,1,3,8,10,5,1,0
2053,Estimates,Netherlands,c,528,1950-1955,27,194,363,295,182,72,6
2054,Estimates,Netherlands,c,528,1955-1960,32,222,386,302,171,61,5
2055,Estimates,Netherlands,c,528,1960-1965,50,281,410,288,160,52,4
2056,Estimates,Netherlands,c,528,1965-1970,60,362,400,230,112,35,3
2057,Estimates,Netherlands,c,528,1970-1975,51,329,392,162,61,16,1
2058,Estimates,Netherlands,c,528,1975-1980,30,250,393,154,36,7,1
2059,Estimates,Netherlands,c,528,1980-1985,24,209,385,200,44,7,1
2060,Estimates,Netherlands,c,528,1985-1990,20,165,396,268,70,8,1
2061,Estimates,Netherlands,c,528,1990-1995,18,126,367,342,103,13,1
2062,Estimates,Netherlands,c,528,1995-2000,14,99,323,387,133,16,1
2063,Estimates,Netherlands,c,528,2000-2005,16,97,291,402,167,22,1
2064,Estimates,Netherlands,c,528,2005-2010,13,95,269,357,174,26,1
2065,Estimates,Switzerland,c,756,1950-1955,11,94,142,97,52,18,2
2066,Estimates,Switzerland,c,756,1955-1960,14,109,157,104,49,16,1
2067,Estimates,Switzerland,c,756,1960-1965,21,151,178,109,51,14,1
2068,Estimates,Switzerland,c,756,1965-1970,26,166,179,100,44,12,1
2069,Estimates,Switzerland,c,756,1970-1975,22,138,165,83,32,8,1
2070,Estimates,Switzerland,c,756,1975-1980,14,99,150,80,23,4,0
2071,Estimates,Switzerland,c,756,1980-1985,11,92,149,90,25,4,0
2072,Estimates,Switzerland,c,756,1985-1990,7,77,164,106,32,4,0
2073,Estimates,Switzerland,c,756,1990-1995,7,65,165,129,40,6,0
2074,Estimates,Switzerland,c,756,1995-2000,6,51,139,144,51,7,0
2075,Estimates,Switzerland,c,756,2000-2005,6,43,107,137,64,10,0
2076,Estimates,Switzerland,c,756,2005-2010,5,41,103,139,80,15,1
2077,Estimates,LATIN AMERICA AND THE CARIBBEAN,,904,1950-1955,4449,10392,9890,6926,4320,1839,547
2078,Estimates,LATIN AMERICA AND THE CARIBBEAN,,904,1955-1960,5014,11446,11080,8053,4873,2027,619
2079,Estimates,LATIN AMERICA AND THE CARIBBEAN,,904,1960-1965,5880,12848,12197,8978,5665,2261,669
2080,Estimates,LATIN AMERICA AND THE CARIBBEAN,,904,1965-1970,6680,13907,12604,9108,5790,2380,635
2081,Estimates,LATIN AMERICA AND THE CARIBBEAN,,904,1970-1975,7424,15505,13316,9198,5630,2338,526
2082,Estimates,LATIN AMERICA AND THE CARIBBEAN,,904,1975-1980,8206,17023,14549,9284,5322,2077,404
2083,Estimates,LATIN AMERICA AND THE CARIBBEAN,,904,1980-1985,8891,18106,15157,9578,5017,1821,352
2084,Estimates,LATIN AMERICA AND THE CARIBBEAN,,904,1985-1990,9464,18268,15194,9520,4890,1616,300
2085,Estimates,LATIN AMERICA AND THE CARIBBEAN,,904,1990-1995,10078,18112,15029,9408,4793,1550,251
2086,Estimates,LATIN AMERICA AND THE CARIBBEAN,,904,1995-2000,11006,17627,14945,9535,4872,1464,235
2087,Estimates,LATIN AMERICA AND THE CARIBBEAN,,904,2000-2005,10784,17360,14663,9401,4842,1433,227
2088,Estimates,LATIN AMERICA AND THE CARIBBEAN,,904,2005-2010,9863,16594,14150,9090,4705,1407,230
2089,Estimates,Caribbean,,915,1950-1955,473,1015,884,606,371,148,42
